,Vmag,Plx,ePlx,BV,eBV,dist,Vabs
67023.0,7.93,16.4,0.65,0.464,0.012,60.9756097561,4.00421924024
67031.0,9.12,24.8,1.12,0.87,0.015,40.3225806452,6.09225840413
67069.0,6.9,30.87,0.82,0.542,0.003,32.3939099449,4.34768314741
67090.0,9.79,76.7,1.46,1.42,0.01,13.037809648,9.21397681974
67092.0,10.54,38.97,1.8,1.344,0.02,25.6607646908,8.49365202896
67103.0,6.47,29.74,0.61,0.486,0.006,33.6247478144,3.83670482093
67105.0,8.47,47.63,1.16,1.051,0.022,20.9951711106,6.85940290756
67109.0,7.96,22.67,0.7,0.552,0.012,44.1111601235,4.73725760063
67125.0,6.76,17.64,0.81,0.54,0.0,56.6893424036,2.99249290398
67153.0,4.23,51.91,0.75,0.39,0.017,19.2641109613,2.80625514439
67164.0,11.81,87.73,4.26,1.542,0.015,11.3986093697,11.5257406468
67194.0,5.88,19.48,0.7,0.211,0.004,51.3347022587,2.32794476271
67195.0,6.51,22.26,0.75,0.491,0.006,44.9236298293,3.24762579999
67237.0,8.64,27.76,1.1,0.856,0.015,36.023054755,5.85709730891
67246.0,6.33,32.66,0.83,0.63,0.006,30.6184935701,3.900080902
67275.0,4.5,64.12,0.7,0.508,0.001,15.5957579538,3.53496756841
67282.0,8.7,28.76,1.08,0.797,0.023,34.7705146036,5.99394440855
67292.0,5.92,16.64,0.72,0.279,0.004,60.0961538462,2.02576660977
67301.0,1.85,32.39,0.74,-0.099,0.007,30.8737264588,-0.597945259949
67308.0,8.13,61.07,2.93,1.322,0.002,16.3746520386,7.05913959998
67344.0,8.32,31.78,1.06,0.827,0.002,31.4663310258,5.83076946436
67389.0,6.73,21.69,0.81,0.434,0.007,46.1041954818,3.41129776007
67408.0,6.56,35.35,0.97,0.561,0.006,28.28854314,4.30194709066
67422.0,7.05,73.25,1.33,1.11,0.01,13.6518771331,6.37403814513
67438.0,6.95,17.63,0.84,0.383,0.006,56.7214974475,3.1812615615
67458.0,7.92,23.06,0.96,0.709,0.015,43.3651344319,4.73429651479
67470.0,6.66,17.51,0.87,0.491,0.003,57.1102227299,2.87643073042
67493.0,8.15,22.86,1.05,0.594,0.018,43.7445319335,4.9453811303
67548.0,6.45,12.12,0.59,0.094,0.006,82.5082508251,1.86751309915
67589.0,6.39,10.52,0.52,1.179,0.008,95.0570342205,1.50007869909
67590.0,6.88,16.79,0.64,0.47,0.003,59.5592614652,3.00525348069
67601.0,9.53,37.12,1.41,1.112,0.007,26.9396551724,7.37803983773
67620.0,6.43,50.2,0.85,0.703,0.005,19.9203187251,4.93351858573
67648.0,6.34,16.69,0.78,0.484,0.004,59.9161174356,2.4522816834
67655.0,7.97,40.02,1.0,0.663,0.01,24.9875062469,5.9813854215
67691.0,8.82,71.39,0.95,1.317,0.011,14.0075640846,8.08818690979
67742.0,7.37,60.86,0.95,0.891,0.013,16.431153467,6.29165974011
67773.0,8.37,34.99,1.01,0.815,0.005,28.5795941698,6.08971971241
67808.0,9.78,47.95,1.77,1.369,0.001,20.8550573514,8.18394305753
67818.0,7.43,15.42,0.67,0.446,0.012,64.850843061,3.37042186857
67842.0,10.63,41.25,1.31,1.421,0.012,24.2424242424,8.70711976443
67904.0,7.89,30.2,0.99,0.687,0.01,33.1125827815,5.29003471479
67918.0,6.83,18.95,0.81,0.415,0.015,52.7704485488,3.21804607152
67921.0,7.45,19.0,0.83,0.454,0.008,52.6315789474,3.84376800476
67927.0,2.68,88.17,0.75,0.58,0.0,11.3417262107,2.40660420396
67960.0,9.53,59.57,2.65,1.414,0.005,16.7869733087,8.40513800049
67986.0,8.33,37.5,0.79,0.913,0.014,26.6666666667,6.20015633864
68030.0,6.16,41.28,0.79,0.518,0.004,24.2248062016,4.2386984431
68066.0,8.37,17.14,0.8,0.713,0.015,58.3430571762,4.54005408794
68076.0,8.45,22.52,0.73,0.77,0.015,44.404973357,5.2128419309
68085.0,7.59,18.56,0.62,0.664,0.01,53.8793103448,3.93288985941
68101.0,6.0,26.24,0.67,0.78,0.015,38.1097560976,3.09481915352
68134.0,7.65,22.47,0.85,0.612,0.01,44.5037828215,4.4080153621
68160.0,8.53,26.17,1.18,0.82,0.015,38.211692778,5.6190186132
68162.0,7.54,22.54,0.91,0.593,0.002,44.3655723159,4.30476955855
68184.0,6.49,98.97,0.56,1.04,0.006,10.104071941,6.46751785133
68273.0,8.16,27.46,1.0,0.686,0.004,36.4166059723,5.3535026645
68337.0,9.05,41.97,1.17,1.16,0.0,23.8265427686,7.16469484606
68348.0,7.39,20.78,0.93,0.493,0.01,48.1231953802,3.97822771611
68390.0,5.77,17.43,0.78,0.48,0.007,57.372346529,1.97648693555
68403.0,10.27,34.15,1.65,1.297,0.023,29.2825768668,7.93695354009
68434.0,6.73,22.8,0.78,0.473,0.007,43.8596491228,3.519674235
68455.0,5.96,13.01,0.63,0.352,0.004,76.8639508071,1.53138648281
68469.0,9.71,98.26,1.61,1.461,0.019,10.1770812131,9.67188379899
68593.0,7.16,26.87,0.84,0.563,0.001,37.2162262747,4.30633833217
68634.0,7.12,38.28,0.88,0.74,0.007,26.1233019854,5.03485964552
68641.0,6.18,26.13,1.22,0.48,0.006,38.2701875239,3.26569704864
68682.0,6.27,60.24,0.78,0.733,0.003,16.6002656042,5.16942481596
68736.0,7.0,18.15,0.87,0.49,0.015,55.0964187328,3.29438314686
68756.0,3.67,10.56,0.52,-0.049,0.005,94.696969697,-1.21168040901
68783.0,8.52,22.97,1.04,0.673,0.003,43.5350457118,5.32580497598
68785.0,6.95,22.98,0.87,0.484,0.008,43.5161009574,3.75675012176
68792.0,7.58,20.94,0.64,0.635,0.01,47.7554918816,4.18488338671
68796.0,8.21,22.84,0.68,0.59,0.015,43.7828371278,5.00348049787
68933.0,2.06,53.52,0.79,1.011,0.013,18.6846038864,0.702580523799
68936.0,8.35,26.14,1.18,0.827,0.004,38.2555470543,5.43652791622
69040.0,6.8,19.65,0.68,0.372,0.007,50.8905852417,3.26681277356
69075.0,9.5,28.79,1.36,0.941,0.016,34.7342827371,6.79620832439
69090.0,6.02,34.87,0.57,0.581,0.006,28.677946659,3.73225973688
69178.0,6.87,18.19,0.85,0.442,0.006,54.9752611325,3.16916349532
69191.0,4.74,17.93,0.61,0.938,0.004,55.7724484105,1.00790144781
69226.0,4.82,27.27,0.78,0.541,0.012,36.6703337,1.99842568971
69298.0,6.07,13.6,0.66,0.19,0.005,73.5294117647,1.73769454185
69303.0,10.31,33.01,1.08,1.26,0.02,30.2938503484,7.90322762165
69322.0,7.88,17.36,0.72,0.652,0.005,57.6036866359,4.0777486042
69340.0,6.42,21.78,0.85,0.479,0.007,45.9136822773,3.1102893771
69357.0,7.93,43.35,1.4,0.865,0.001,23.0680507497,6.11494550906
69400.0,8.52,25.89,1.04,0.84,0.005,38.6249517188,5.58566025217
69410.0,8.88,30.62,1.16,0.96,0.015,32.6583932071,6.31002593181
69414.0,7.05,44.89,1.01,0.733,0.008,22.2766763199,5.31074802701
69454.0,10.2,85.02,1.79,1.5,0.021,11.7619383674,9.84760550316
69483.0,4.53,21.03,0.83,0.233,0.012,47.5511174513,1.14419636343
69485.0,10.15,51.06,1.74,1.418,0.02,19.5848021935,8.69040405234
69493.0,5.89,17.94,0.81,0.489,0.004,55.7413600892,2.15911219354
69518.0,7.17,26.22,0.71,0.53,0.008,38.1388253242,4.26316343677
69526.0,8.03,57.78,1.05,1.064,0.004,17.3070266528,6.83888768754
69536.0,5.53,30.06,0.74,0.537,0.003,33.2667997339,2.91994488125
69535.0,7.63,16.08,0.7,0.502,0.01,62.1890547264,3.66143022206
69564.0,6.36,24.09,1.07,0.593,0.007,41.5110004151,3.26918399999
69569.0,6.23,22.4,0.63,1.071,0.005,44.6428571429,2.98124009167
69570.0,8.23,27.62,1.12,0.67,0.002,36.2056480811,5.43611837121
69592.0,6.38,16.95,0.75,0.194,0.007,58.9970501475,2.5258485127
69595.0,8.57,28.11,1.13,0.837,0.017,35.5745286375,5.81430422804
69671.0,6.31,47.51,0.78,0.596,0.004,21.0482003789,4.6939251521
69673.0,-0.05,88.85,0.74,1.239,0.006,11.2549240293,-0.306712839293
69701.0,4.07,46.74,0.87,0.511,0.006,21.3949507916,2.41844354028
69709.0,7.78,22.15,0.77,0.615,0.004,45.1467268623,4.5068686528
69713.0,4.75,33.54,0.56,0.236,0.015,29.8151460942,2.37781529135
69732.0,4.18,33.58,0.61,0.087,0.009,29.7796307326,1.81040345901
69735.0,6.38,20.72,0.63,0.376,0.005,48.2625482625,2.96194875537
69738.0,8.07,16.13,0.7,0.594,0.015,61.9962802232,4.10817183694
69751.0,6.25,30.99,0.83,0.504,0.023,32.2684737012,3.7061078812
69793.0,7.0,18.35,0.59,0.745,0.006,54.4959128065,3.31818034294
69796.0,7.29,22.05,0.79,0.59,0.005,45.3514739229,4.00704296902
69824.0,10.19,53.64,1.33,1.391,0.004,18.6428038777,8.8374438459
69855.0,7.53,14.28,0.61,0.395,0.009,70.0280112045,3.3036410372
69862.0,6.32,14.1,0.59,0.466,0.006,70.9219858156,2.06609556328
69879.0,4.8,14.63,0.69,1.057,0.003,68.3526999316,0.626221630627
69881.0,6.47,30.47,1.0,0.723,0.004,32.8191663932,3.88936227111
69896.0,4.89,23.36,0.5,0.243,0.008,42.8082191781,1.7323641922
69951.0,7.1,13.61,0.63,0.294,0.007,73.4753857458,2.76929062602
69962.0,9.1,46.46,1.73,1.29,0.014,21.5238915196,7.43539602732
69982.0,8.31,24.66,1.05,0.793,0.019,40.5515004055,5.2699653613
69989.0,5.41,38.33,0.81,0.385,0.011,26.08922515,3.32769409627
70016.0,7.58,48.12,1.11,0.867,0.013,20.7813798836,5.99162809334
70027.0,4.84,17.12,0.68,1.228,0.001,58.4112149533,1.00751880171
70035.0,5.22,20.69,0.63,0.281,0.005,48.3325277912,1.79880245333
70103.0,7.33,20.0,0.78,0.437,0.008,50.0,3.83514997832
70104.0,4.78,21.95,0.8,0.31,0.003,45.5580865604,1.48717262289
70142.0,8.9,23.65,1.14,0.877,0.017,42.2832980973,5.76915572537
70170.0,9.03,36.43,1.21,1.107,0.006,27.4499039253,6.83729585621
70218.0,8.56,69.43,1.08,1.275,0.008,14.4029958231,7.76773582628
70239.0,7.35,17.19,0.75,0.455,0.003,58.1733566027,3.52637938344
70252.0,7.4,23.48,0.6,0.609,0.001,42.5894378194,4.25349046288
70253.0,8.22,24.37,0.71,0.647,0.015,41.0340582684,5.15427764592
70310.0,6.22,28.0,0.77,0.411,0.005,35.7142857143,3.45579015671
70319.0,6.25,56.82,1.04,0.639,0.006,17.599436818,5.02250614693
70356.0,6.72,15.26,0.7,0.593,0.006,65.5307994758,2.63777266809
70400.0,5.1,21.56,0.9,0.124,0.001,46.3821892393,1.76824378257
70459.0,7.26,27.44,0.85,0.595,0.008,36.443148688,4.45192053517
70470.0,8.36,24.84,0.95,0.757,0.012,40.2576489533,5.33575795752
70497.0,4.04,68.63,0.56,0.497,0.005,14.570887367,3.22256999445
70499.0,7.11,23.59,0.61,0.526,0.009,42.3908435778,3.97363970443
70500.0,8.47,31.0,1.0,0.853,0.014,32.2580645161,5.92680846917
70520.0,7.27,21.32,0.83,0.581,0.009,46.904315197,3.91393600177
70529.0,9.77,59.54,1.73,1.419,0.007,16.7954316426,8.64404415155
70536.0,9.98,63.35,1.81,1.452,0.008,15.7853196527,8.9887330961
70557.0,8.06,29.28,0.94,0.75,0.004,34.1530054645,5.39285536193
70610.0,9.68,27.57,1.09,1.016,0.004,36.2713093943,6.88218383053
70616.0,7.2,17.53,0.86,1.039,0.01,57.0450656018,3.41890958047
70618.0,7.22,16.27,0.54,0.454,0.008,61.4628149969,3.27693776468
70656.0,10.0,27.34,1.26,1.11,0.02,36.5764447696,7.18399255116
70663.0,5.83,17.16,0.83,0.311,0.004,58.2750582751,2.00258641756
70677.0,7.31,21.29,0.99,0.487,0.012,46.9704086426,3.95087830719
70685.0,6.64,13.07,0.63,0.369,0.005,76.5110941086,2.2213779379
70692.0,4.25,9.46,0.46,1.431,0.003,105.708245243,-0.870544317991
70695.0,7.85,26.28,0.94,0.682,0.02,38.0517503805,4.94812680444
70714.0,6.65,23.41,0.87,0.425,0.006,42.7167876976,3.49700706848
70755.0,4.81,24.15,1.0,0.693,0.013,41.4078674948,1.72458567544
70782.0,7.02,24.65,1.0,0.549,0.008,40.5679513185,3.97908461807
70849.0,10.36,41.71,2.02,1.427,0.019,23.9750659314,8.46120094923
70857.0,6.88,51.04,0.58,0.774,0.006,19.592476489,5.41955332857
70865.0,10.67,70.06,2.25,1.471,0.001,14.2734798744,9.89735066491
70873.0,6.36,42.43,0.59,0.702,0.003,23.5682300259,4.49836515883
70890.0,11.01,772.33,2.42,1.807,0.02,1.29478331801,15.4490145234
70950.0,8.68,45.46,1.03,1.031,0.014,21.9973603168,6.96814715694
70952.0,6.1,31.51,0.5,0.428,0.005,31.7359568391,3.59224201587
70956.0,9.4,60.53,1.57,1.403,0.017,16.5207335206,8.30985336956
70973.0,7.68,26.04,1.04,0.775,0.003,38.4024577573,4.75820489948
70975.0,11.92,89.76,3.47,1.591,0.022,11.1408199643,11.6854142196
71050.0,8.21,22.86,1.02,0.637,0.002,43.7445319335,5.0053811303
71053.0,3.57,21.92,0.81,1.298,0.007,45.6204379562,0.274202749062
71075.0,3.04,38.29,0.73,0.191,0.006,26.1164794986,0.955426831738
71115.0,5.91,19.44,0.77,0.391,0.005,51.4403292181,2.35348130295
71181.0,7.24,74.5,0.69,0.997,0.018,13.4228187919,6.60078136374
71190.0,8.83,30.35,1.31,0.923,0.003,32.9489291598,6.24079347706
71192.0,6.6,33.92,0.63,0.504,0.006,29.4811320755,4.25227921792
71243.0,6.32,23.72,0.77,0.45,0.003,42.1585160202,3.19557342346
71251.0,6.46,34.46,0.54,0.526,0.005,29.0191526407,4.14657636556
71284.0,4.47,64.66,0.72,0.364,0.005,15.4655119084,3.52317850138
71311.0,9.54,49.11,1.27,1.283,0.015,20.3624516392,7.99584967066
71395.0,7.48,60.35,0.99,0.973,0.004,16.570008285,6.38338637217
71425.0,8.32,15.92,0.74,0.568,0.015,62.8140703518,4.32971531701
71440.0,8.07,19.31,0.71,0.674,0.015,51.7866390471,4.4989113689
71466.0,6.59,16.94,0.59,0.505,0.006,59.0318772137,2.73456702997
71469.0,6.2,29.97,0.95,0.464,0.011,33.3667000334,3.58343371473
71481.0,8.29,38.52,1.1,0.685,0.015,25.9605399792,6.21843139226
71515.0,8.73,24.14,1.08,0.95,0.002,41.4250207125,5.64368632881
71530.0,6.03,35.5,0.66,0.506,0.012,28.1690140845,3.78114176528
71602.0,7.44,15.21,0.62,0.453,0.015,65.7462195924,3.35064607026
71618.0,5.39,16.56,0.55,0.03,0.003,60.38647343,1.48530166224
71625.0,7.43,19.57,0.86,0.463,0.01,51.0986203373,3.88795412829
71629.0,6.53,15.93,0.71,0.512,0.006,62.7746390458,2.54107887901
71631.0,7.6,29.46,0.61,0.626,0.018,33.9443312967,4.94616371253
71639.0,6.06,27.76,0.76,0.508,0.003,36.023054755,3.27709730891
71658.0,6.37,17.91,0.72,0.44,0.005,55.8347292016,2.63547792925
71681.0,1.35,742.12,1.4,0.9,0.02,1.34749097181,5.70237067952
71679.0,7.38,18.87,0.65,0.602,0.01,52.9941706412,3.75885950082
71682.0,6.99,25.06,0.92,0.466,0.019,39.9042298484,3.98490533329
71718.0,7.88,19.8,0.66,0.511,0.014,50.5050505051,4.36332595131
71726.0,7.7,17.98,0.87,0.637,0.015,55.617352614,3.97394843699
71735.0,7.39,36.43,0.96,0.672,0.006,27.4499039253,5.19729585621
71743.0,7.24,42.43,0.97,0.71,0.01,23.5682300259,5.37836515883
71755.0,7.82,17.41,0.84,0.528,0.006,57.4382538771,4.02399385559
71759.0,5.93,18.83,0.85,0.238,0.005,53.1067445566,2.30425160008
71777.0,7.42,15.16,0.71,0.437,0.008,65.963060686,3.32349600648
71782.0,7.03,18.88,0.91,0.844,0.012,52.9661016949,3.41000994981
71813.0,7.81,21.22,1.02,0.642,0.011,47.1253534402,4.44372689783
71855.0,6.73,49.15,0.64,0.707,0.006,20.3458799593,5.18761761084
71861.0,6.21,22.58,0.74,0.454,0.007,44.286979628,2.97861968794
71872.0,7.55,14.69,0.64,0.4,0.01,68.073519401,3.38510897895
71876.0,6.24,23.47,0.57,0.409,0.007,42.60758415,3.09256544799
71899.0,7.47,21.91,0.85,0.533,0.01,45.6412596988,4.1732118878
71908.0,3.18,60.97,0.58,0.256,0.012,16.4015089388,2.10558097511
71957.0,3.87,53.54,0.95,0.385,0.006,18.6776242062,2.51339183425
71989.0,8.22,20.79,0.7,0.659,0.015,48.1000481,4.80927244666
72010.0,4.06,15.89,0.71,1.356,0.004,62.9326620516,0.0656194860369
72043.0,7.52,23.87,0.85,0.636,0.01,41.8935902807,4.40926209503
72044.0,9.89,37.91,1.47,1.25,0.015,26.3782643102,7.78376892213
72048.0,6.99,28.2,0.68,0.553,0.007,35.4609929078,4.2412455416
72066.0,6.73,15.6,0.57,0.292,0.006,64.1025641026,2.69562299177
72104.0,4.92,15.76,0.74,0.013,0.006,63.4517766497,0.907781065768
72119.0,8.4,34.98,1.16,0.936,0.017,28.5877644368,6.11909902571
72130.0,7.22,20.7,0.56,0.495,0.008,48.309178744,3.79985172728
72131.0,5.36,21.75,0.61,0.308,0.003,45.9770114943,2.04729630645
72146.0,7.87,51.2,0.98,0.931,0.016,19.53125,6.41634980488
72197.0,5.15,32.86,0.92,0.315,0.001,30.432136336,2.7333377955
72200.0,7.98,37.93,1.1,0.87,0.013,26.3643553915,5.87491421351
72217.0,6.43,23.64,1.07,0.603,0.002,42.3011844332,3.29823736105
72220.0,3.73,25.35,0.87,-0.005,0.006,39.4477317554,0.749889818347
72223.0,7.38,25.5,0.98,0.562,0.009,39.2156862745,4.41270090217
72237.0,9.23,56.87,1.29,1.261,0.01,17.5839634254,8.00441614126
72253.0,7.78,15.87,0.62,0.533,0.012,63.0119722747,3.78288463377
72312.0,7.76,50.84,1.04,0.893,0.004,19.6695515342,6.29102770941
72336.0,7.46,20.56,0.81,0.509,0.009,48.6381322957,4.02511555162
72339.0,8.04,33.6,1.51,0.781,0.002,29.7619047619,5.67169638695
72358.0,7.86,14.09,0.7,0.415,0.014,70.9723207949,3.60455496555
72387.0,9.73,41.26,1.47,1.308,0.002,24.2365487155,7.80764611819
72420.0,7.03,19.35,0.89,0.491,0.024,51.6795865633,3.46340484677
72469.0,6.15,24.39,0.66,0.389,0.004,41.0004100041,3.08605900157
72487.0,5.76,21.34,0.55,0.482,0.002,46.8603561387,2.40597207544
72493.0,7.26,41.69,1.24,0.836,0.003,23.9865675222,5.36015947563
72508.0,6.49,19.41,0.67,0.401,0.006,51.5198351365,2.93012767694
72528.0,7.12,19.86,0.78,0.455,0.008,50.3524672709,3.6098962208
72530.0,8.66,16.11,0.74,0.707,0.017,62.0732464308,4.6954777021
72563.0,7.14,18.31,0.57,0.542,0.008,54.6149645003,3.45344172151
72567.0,5.86,55.73,0.8,0.576,0.016,17.9436569173,4.59044521528
72573.0,5.63,23.08,0.5,0.671,0.004,43.3275563258,2.44617902242
72577.0,9.08,32.53,1.56,0.957,0.003,30.7408545958,6.64142031641
72582.0,5.47,16.31,0.61,1.03,0.002,61.3120784795,1.5322698052
72600.0,7.46,22.09,1.1,0.507,0.013,45.2693526483,4.18097857936
72604.0,7.5,26.79,0.88,0.643,0.002,37.3273609556,4.63986356804
72603.0,5.15,42.26,1.04,0.401,0.007,23.6630383341,3.27964746358
72607.0,2.07,25.79,0.52,1.465,0.005,38.7747188833,-0.87274328931
72622.0,2.75,42.25,1.05,0.147,0.005,23.6686390533,0.879133566429
72634.0,7.4,36.73,1.26,0.76,0.015,27.2257010618,5.22510464173
72659.0,4.54,149.26,0.76,0.72,0.015,6.69971861182,5.40971718642
72673.0,7.16,20.94,0.88,0.452,0.007,47.7554918816,3.76488338671
72682.0,7.84,16.46,0.8,0.456,0.01,60.7533414338,3.92214915438
72688.0,7.81,58.96,1.05,1.036,0.018,16.960651289,6.66278737425
72772.0,6.3,24.99,0.8,0.605,0.006,40.0160064026,3.28883128063
72835.0,7.79,17.87,0.75,0.465,0.011,55.9597090095,4.05062276253
72848.0,6.0,86.69,0.81,0.841,0.005,11.5353558657,5.68984501476
72875.0,8.65,43.66,1.2,0.934,0.022,22.9042601924,6.85041865687
72986.0,7.15,22.23,0.93,0.506,0.008,44.9842555106,3.88469731349
73005.0,7.77,41.83,0.63,0.785,0.005,23.9062873536,5.8774393229
73036.0,5.18,18.87,0.8,1.161,0.0,52.9941706412,1.55885950082
73039.0,7.82,15.94,0.64,0.974,0.011,62.7352572146,3.8324415853
73066.0,9.0,35.39,1.26,1.005,0.015,28.2565696524,6.74440281319
73095.0,5.38,15.08,0.72,0.142,0.003,66.3129973475,1.27200670767
73100.0,5.63,40.25,0.54,0.533,0.004,24.8447204969,3.65382942352
73139.0,8.2,24.71,1.04,0.747,0.016,40.4694455686,5.16436372701
73165.0,4.47,35.83,0.91,0.318,0.006,27.9095729835,2.24123404083
73184.0,5.72,169.32,1.67,1.024,0.015,5.90597684857,6.86354129901
73239.0,8.38,17.9,0.79,0.832,0.014,55.8659217877,4.6442651549
73241.0,6.34,40.79,0.86,0.708,0.002,24.5158126992,4.39276852659
73269.0,7.66,20.41,0.98,0.554,0.012,48.9955903969,4.20921502358
73302.0,8.8,22.96,0.96,0.79,0.015,43.5540069686,5.60485941863
73309.0,6.08,28.67,0.92,0.509,0.003,34.8796651552,3.36713846473
73330.0,8.55,19.01,0.74,0.669,0.016,52.6038926881,4.94491058433
73353.0,6.7,16.77,0.59,0.403,0.005,59.6302921884,2.82266531303
73362.0,10.17,39.27,1.5,1.318,0.004,25.4647313471,8.14030450635
73365.0,8.64,30.48,0.88,0.896,0.018,32.8083989501,6.06007481334
73369.0,5.64,19.83,0.57,0.336,0.004,50.4286434695,2.12661357103
73383.0,6.59,26.81,0.72,0.48,0.011,37.2995151063,3.73148406991
73427.0,9.92,33.65,1.59,1.253,0.006,29.7176820208,7.5549253428
73440.0,6.64,29.67,0.78,0.631,0.006,33.7040781935,4.00158773158
73449.0,7.26,25.94,0.91,0.691,0.004,38.5505011565,4.32984985874
73457.0,9.49,51.26,1.76,1.372,0.008,19.5083886071,8.03889300924
73470.0,9.15,85.48,1.56,1.427,0.016,11.6986429574,8.80932256746
73512.0,9.13,32.93,1.51,1.043,0.005,30.3674460978,6.71795865356
73547.0,7.74,36.84,0.98,0.721,0.003,27.1444082519,5.57159810762
73555.0,3.49,14.91,0.57,0.956,0.0,67.0690811536,-0.642611782735
73593.0,7.01,28.29,0.93,0.599,0.013,35.3481795688,4.26816473728
73623.0,7.33,24.91,0.55,0.574,0.003,40.144520273,4.31186863768
73631.0,9.87,40.22,1.54,1.188,0.003,24.8632521134,7.8922103313
73637.0,6.59,17.45,0.67,0.449,0.005,57.3065902579,2.79897715648
73650.0,7.77,21.34,0.94,0.613,0.008,46.8603561387,4.41597207544
73695.0,4.83,78.39,1.03,0.647,0.002,12.7567291746,4.30130332223
73715.0,7.68,14.26,0.63,0.475,0.01,70.126227209,3.45059762758
73754.0,7.18,29.47,0.93,0.573,0.009,33.9328130302,4.52690067925
73765.0,7.49,21.31,0.71,0.503,0.008,46.9263256687,4.13291724857
73773.0,9.46,17.81,0.88,0.814,0.002,56.1482313307,5.71331959732
73776.0,5.16,12.2,0.59,0.935,0.002,81.9672131148,0.591799153374
73786.0,9.83,52.11,1.97,1.3,0.015,19.1901746306,8.41460536583
73841.0,5.59,12.55,0.52,-0.005,0.003,79.6812749004,1.08321862909
73850.0,6.48,31.4,1.01,0.489,0.008,31.847133758,3.96464824037
73869.0,8.4,22.59,0.68,0.677,0.005,44.2673749447,5.1695811546
73909.0,5.24,12.53,0.53,0.958,0.003,79.8084596967,0.729755354971
73934.0,8.54,30.62,1.0,0.87,0.015,32.6583932071,5.97002593181
73941.0,6.35,33.91,0.62,0.537,0.004,29.48982601,4.00163894889
73996.0,4.93,50.7,0.76,0.429,0.006,19.7238658777,3.45503979667
74045.0,8.72,33.97,0.69,0.952,0.024,29.4377391816,6.37547773435
74049.0,7.75,24.27,0.86,0.73,0.015,41.203131438,4.67534888166
74067.0,8.0,28.29,1.04,0.598,0.019,35.3481795688,5.25816473728
74092.0,7.84,21.16,0.61,0.602,0.015,47.258979206,4.46757831682
74097.0,8.03,14.44,0.66,0.529,0.012,69.2520775623,3.82783596617
74118.0,8.28,26.65,1.16,0.852,0.017,37.5234521576,5.40848606681
74135.0,8.87,24.58,0.98,0.799,0.018,40.6834825061,5.82290939275
74148.0,9.32,29.57,1.33,1.07,0.015,33.8180588434,6.67425662263
74183.0,7.41,17.84,0.83,0.471,0.008,56.0538116592,3.6669742502
74190.0,11.46,68.99,2.63,1.511,0.0,14.4948543267,10.6539307247
74234.0,9.44,33.68,1.67,0.85,0.0,29.6912114014,7.07686041414
74235.0,9.07,34.14,1.36,0.77,0.01,29.2911540715,6.73631758389
74240.0,7.38,13.58,0.65,0.432,0.008,73.6377025037,3.04449884972
74268.0,7.01,32.96,0.95,0.619,0.003,30.3398058252,4.59993601513
74271.0,7.6,32.26,1.02,0.72,0.015,30.9981401116,5.14332181526
74273.0,6.29,41.41,0.77,0.623,0.003,24.148756339,4.37552615251
74286.0,7.26,16.92,0.8,0.458,0.001,59.1016548463,3.40200179352
74296.0,5.88,10.24,0.48,-0.031,0.003,97.65625,0.931499783199
74381.0,7.27,19.03,0.71,0.844,0.007,52.5486074619,3.66719394144
74389.0,7.76,25.31,1.15,0.662,0.012,39.5100750691,4.77646072579
74395.0,3.41,28.06,0.71,0.918,0.004,35.6379187455,0.650438333462
74396.0,8.58,32.76,0.95,0.86,0.016,30.525030525,6.15671946544
74500.0,6.47,38.98,0.98,0.691,0.02,25.6541816316,4.42420917391
74537.0,6.58,57.8,0.85,0.763,0.009,17.3010380623,5.3896391921
74555.0,9.84,36.12,1.78,1.117,0.009,27.6854928018,7.62873870821
74596.0,5.28,14.4,0.65,0.062,0.003,69.4444444444,1.07181246048
74605.0,5.15,39.51,0.47,0.55,0.004,25.3100480891,3.13353514841
74653.0,6.86,37.16,0.72,0.74,0.001,26.91065662,4.71037852661
74666.0,3.46,27.94,0.61,0.961,0.003,35.7909806729,0.691132008891
74674.0,7.8,27.61,0.91,0.624,0.012,36.2187613184,5.0053320332
74689.0,5.62,20.2,0.95,0.181,0.001,49.504950495,2.14675684723
74690.0,6.47,16.52,0.58,0.854,0.005,60.5326876513,2.56005021492
74696.0,5.96,19.32,0.76,0.21,0.006,51.7598343685,2.3900356104
74702.0,6.92,64.19,0.97,0.83,0.002,15.5787505842,5.95733687842
74730.0,7.1,28.65,0.69,0.601,0.007,34.9040139616,4.38562313152
74775.0,6.44,18.75,0.82,0.514,0.005,53.3333333333,2.80500636032
74782.0,6.86,21.7,0.91,0.433,0.015,46.0829493088,3.54229866924
74785.0,2.61,20.38,0.87,-0.071,0.004,49.0677134446,-0.843979101648
74818.0,6.67,10.41,0.52,1.027,0.008,96.0614793468,1.75725364755
74821.0,7.84,20.86,0.97,0.578,0.015,47.9386385427,4.43657152045
74824.0,4.07,33.75,0.75,0.088,0.007,29.6296296296,1.71136888584
